Device_ID,Video_ID,Duration_Watched (minutes),Genre,Country,Age,Gender,Subscription_Status,Ratings,Languages,Device_Type,Location,Playback_Quality,Interaction_Events
250,43,93.21745572,1,29,33,1,0,4,0,1,1431,2,81
52,62,53.07760906,5,56,65,0,0,3,0,2,2379,1,78
84,23,17.31973167,5,1,65,1,0,5,4,0,70,0,27
881,59,5.025849353,5,114,19,0,1,3,1,3,4568,2,43
635,10,69.11803285,3,40,40,1,0,2,4,1,734,1,84
914,89,82.36451642,2,157,52,0,0,2,0,4,1431,1,60
222,4,91.69475285,0,50,45,1,1,4,4,3,3384,2,67
195,87,61.31462782,2,38,10,1,0,5,0,0,4975,2,90
652,15,95.49750921,5,197,19,1,1,4,0,4,4148,2,96
23,30,0.323198367,5,48,61,1,0,4,3,0,5091,0,78
13,9,79.61368551,5,30,48,0,0,2,3,3,889,2,74
178,87,13.46859185,3,208,60,1,1,5,2,0,3579,1,50
762,19,18.78560559,3,218,43,0,0,4,1,0,1019,0,52
695,46,4.040192711,0,78,17,0,1,4,3,4,664,2,33
314,60,101.5937697,0,46,54,1,0,1,1,0,2699,2,21
231,62,38.36630943,3,84,27,0,1,1,0,0,4859,2,44
898,49,31.81317067,2,230,17,1,0,5,3,4,1217,0,4
271,8,11.75553601,1,188,11,0,0,5,0,3,2689,1,80
479,3,96.92678742,5,27,31,0,1,1,3,3,2711,2,61
425,74,15.3374209,2,110,19,0,1,2,2,0,2460,0,59
312,49,109.2253448,5,147,58,1,0,1,3,3,4734,0,88
40,83,51.45634636,5,153,30,0,0,2,2,2,1827,0,59
144,13,113.9294108,2,202,13,1,1,4,2,0,4007,2,70
41,3,98.02078064,4,1,54,0,0,3,1,3,581,2,48
499,73,30.13104706,3,107,50,0,0,4,2,2,2047,2,53
200,11,88.02238532,0,34,26,0,1,5,2,1,1163,2,81
748,28,59.10059045,2,10,32,1,1,5,1,1,5037,1,72
175,85,89.17219598,1,153,70,0,0,4,3,4,652,0,87
778,54,79.68077336,3,65,41,0,1,2,4,3,4947,1,24
97,97,59.05817065,5,113,29,0,0,1,1,1,4411,0,70
142,76,107.5903602,0,94,69,1,1,3,3,0,1669,2,65
453,11,82.98330163,1,72,51,1,1,1,3,3,1907,1,71
154,22,66.52558597,2,147,18,0,1,3,1,3,5101,1,8
397,46,20.73967393,1,115,27,0,0,1,0,0,303,0,42
598,42,58.45847994,5,216,22,0,1,2,0,3,3411,0,88
762,44,108.3937759,2,226,59,0,0,3,3,3,2978,2,81
84,51,5.150875349,5,29,31,1,1,5,4,4,1476,2,64
121,10,101.7040423,2,15,35,1,1,1,4,0,3356,1,47
624,89,57.00365435,0,23,38,1,1,4,3,1,3392,0,55
989,71,100.935602,1,62,24,0,1,5,4,0,817,1,11
601,74,115.9862287,3,73,43,1,0,3,1,3,1637,1,4
325,22,94.32728158,0,61,68,0,1,1,0,3,3922,0,97
357,68,50.60569008,1,229,28,0,0,3,4,3,672,1,55
355,15,60.72669188,0,225,11,1,0,3,3,4,2826,2,7
583,67,85.46216728,2,70,11,1,1,3,2,3,2504,2,98
288,46,80.63635684,0,155,51,0,0,4,3,0,4407,1,9
117,55,4.102923714,0,220,10,0,1,2,0,4,4247,1,46
237,39,106.8372071,4,116,67,1,1,3,0,3,5167,1,100
64,85,37.27021059,0,174,23,0,1,1,2,4,2005,0,9
228,95,110.6331675,3,159,46,1,1,4,3,3,3650,0,33
8,91,64.7797591,5,122,18,0,0,2,0,4,3626,1,37
379,69,64.37668779,4,231,42,0,1,2,2,4,2549,1,29
728,84,94.94075407,1,101,67,1,0,2,2,2,4820,0,71
111,97,96.92791684,5,48,47,0,0,3,0,1,978,2,98
646,44,92.42630153,1,51,68,1,0,4,4,1,3130,0,4
826,37,83.90536692,4,154,35,1,1,3,1,4,1573,1,92
27,72,88.61816993,0,173,32,1,0,5,4,2,3810,0,33
910,6,115.4527648,0,6,33,1,0,3,0,3,1671,1,67
259,5,75.43066514,0,122,26,0,0,2,0,3,4906,1,34
890,43,56.92779497,4,156,51,0,1,3,4,2,1160,0,40
856,3,111.3667349,4,39,22,1,0,1,3,0,2888,1,54
915,96,62.21520506,0,132,69,0,1,5,2,1,2165,1,98
916,5,119.2386247,1,8,15,1,1,3,2,1,1569,1,55
239,46,83.03877851,5,126,31,0,1,1,4,3,2304,2,30
138,34,87.88781921,2,3,18,1,1,5,2,4,2957,2,14
497,68,103.2393301,5,100,53,0,1,4,1,3,3774,0,96
378,3,85.92054886,2,120,27,0,1,3,0,1,3272,0,95
617,88,109.8931178,4,160,39,0,0,5,4,3,1254,0,10
655,48,113.2636404,0,126,45,1,0,5,1,1,3595,1,57
255,13,14.95183334,4,107,48,1,1,4,1,2,4171,1,98
54,50,43.59358705,1,233,37,0,0,2,3,2,1576,2,93
842,76,100.1441798,1,51,11,1,1,3,4,0,4096,2,59
997,30,78.8150863,4,9,11,1,1,2,4,4,2365,0,54
637,95,52.53120667,1,148,53,0,0,3,4,0,1821,2,27
29,50,59.69470612,1,96,30,1,1,2,1,0,2284,1,19
167,88,116.8411822,3,73,12,0,0,5,0,3,3230,2,93
146,75,40.12157737,5,20,14,1,1,4,0,4,2703,1,34
543,36,27.42190392,0,44,11,1,0,3,1,3,2868,1,3
600,69,30.59702355,4,21,17,0,1,4,0,0,694,1,55
139,89,23.79768059,3,159,32,1,1,1,3,0,2362,2,3
684,36,62.59222816,3,53,47,1,0,2,2,2,1852,1,96
759,63,42.8726704,0,30,45,1,1,3,0,2,4206,1,93
913,1,83.22225696,1,191,59,1,0,1,2,3,9,1,49
57,97,20.47135117,4,76,52,1,0,1,2,4,4519,0,24
281,24,31.21355239,2,10,65,1,0,2,3,0,4360,2,40
220,89,114.3902054,0,97,49,0,0,3,1,3,1486,2,85
733,68,5.463617129,4,26,69,1,1,4,4,1,4352,0,86
16,11,9.537403094,1,111,33,0,1,3,0,4,3252,2,21
906,49,53.74304521,1,227,18,1,0,4,2,0,2038,2,40
477,65,111.1712428,1,149,42,0,1,2,4,3,4294,0,56
473,7,59.10474662,1,238,49,1,1,5,1,3,2149,1,55
484,45,89.70612616,1,37,13,0,1,2,3,2,192,1,71
935,93,9.058821645,2,49,38,0,0,3,1,2,2945,1,69
135,69,14.49704761,0,196,66,1,0,5,4,0,2397,0,65
436,9,110.9033828,1,159,50,1,0,5,1,0,2061,0,61
216,27,88.52117083,4,16,67,1,0,2,4,1,1331,1,79
709,79,38.33266748,2,202,36,0,0,2,3,4,2009,1,86
737,72,102.0947251,3,200,53,0,0,2,3,4,5042,1,8
492,10,19.47151526,0,10,57,1,1,5,1,1,1658,2,29
663,98,21.46841567,3,85,30,0,0,3,2,1,4122,1,37
647,86,103.8507197,4,135,22,1,1,3,1,1,1162,1,53
639,9,69.44306951,3,27,58,1,0,2,0,0,4840,0,49
925,45,40.34559774,0,129,34,1,0,4,4,2,4969,2,43
603,31,49.41525502,2,213,61,0,0,2,0,4,3632,2,42
547,67,57.42926326,0,49,48,0,0,1,1,0,4340,2,56
213,7,22.67659286,4,120,40,0,0,3,0,0,955,2,97
468,4,117.5887957,4,32,54,1,1,5,1,0,1560,0,57
706,24,14.95925517,0,46,39,1,1,3,3,4,2973,0,88
636,60,87.30487317,4,216,40,0,1,1,2,4,4427,0,39
434,100,106.2521699,2,129,14,1,0,4,2,2,4266,1,82
914,42,45.3802471,5,82,38,1,0,4,2,3,1223,2,17
74,45,59.61113407,4,9,44,1,0,1,4,4,3570,0,97
458,100,83.49193932,4,181,57,1,1,4,2,0,2300,0,19
363,23,45.28637177,0,21,46,0,0,1,1,4,2813,0,75
826,54,86.625852,4,68,31,0,0,1,4,4,2099,0,79
63,52,2.209595375,4,153,12,0,0,5,0,1,2791,1,3
565,85,104.9891713,3,1,26,1,1,1,4,1,2334,1,9
791,72,62.70042502,5,212,33,1,1,4,2,4,3017,0,39
95,21,39.93278326,1,84,52,1,0,4,1,2,2382,0,70
844,33,27.20944341,3,219,57,0,1,3,2,0,3499,0,85
677,58,42.57958466,4,31,43,1,1,5,4,4,2651,1,75
245,59,73.60387912,4,161,55,0,0,2,2,1,3616,1,45
848,73,5.500612132,2,109,39,1,0,4,0,2,4589,1,30
611,77,64.40640174,1,72,19,1,1,5,3,2,1252,0,18
158,78,63.98169743,3,79,42,1,1,1,3,2,1043,0,12
534,25,33.76615334,0,218,21,0,1,3,3,2,4331,2,21
461,19,98.18750165,3,166,33,0,1,1,3,3,82,1,15
395,6,49.53470473,4,177,10,1,0,4,1,4,3222,0,25
85,26,40.73447421,0,151,70,0,0,2,2,2,306,0,75
270,72,2.033245675,4,19,57,1,1,3,0,3,4498,0,91
922,70,81.54802265,0,83,58,1,1,4,4,3,1857,2,23
766,67,3.593262897,5,187,50,0,1,4,2,2,2269,2,91
446,23,39.95498986,3,53,69,1,1,5,4,1,1059,1,31
633,74,10.29607634,4,220,18,1,0,1,4,1,1901,2,54
881,66,41.77248972,3,145,57,0,1,3,4,4,835,0,88
169,78,67.61778101,0,83,12,1,0,5,4,4,564,1,94
568,35,87.71256565,1,223,64,1,0,3,0,4,4619,0,54
736,40,13.54255626,2,155,46,0,1,4,0,1,2542,0,11
144,32,24.29204732,3,194,13,1,1,5,1,2,1457,2,91
919,11,59.9384423,3,78,43,0,1,4,3,1,4409,0,84
921,67,117.8056855,5,215,39,0,0,4,3,4,4177,0,22
354,83,36.02822342,1,178,69,0,0,5,4,2,3516,0,43
449,13,14.01257218,2,220,69,1,1,2,0,2,2027,1,48
333,4,51.52530125,0,36,12,0,0,2,0,2,1205,0,72
528,61,72.70868684,3,101,11,1,0,3,1,2,96,0,24
890,32,85.6343053,0,3,67,0,1,1,2,2,2022,1,16
193,7,64.17269735,2,114,39,1,1,2,3,2,1219,0,1
6,40,30.65261197,4,53,61,1,1,3,4,3,3116,0,57
541,85,66.53807643,4,55,21,0,1,1,2,1,364,0,26
818,83,84.59140029,2,104,45,1,1,1,3,2,4682,2,60
971,3,66.31756705,3,185,62,0,1,4,0,4,884,1,99
71,82,48.478287,1,197,52,1,1,3,4,3,2063,0,34
886,59,36.02213939,1,54,28,1,0,4,4,1,655,1,35
153,20,78.68139529,4,240,43,0,0,3,1,2,536,2,14
967,97,112.5769985,1,70,34,1,0,5,0,2,3047,1,17
676,40,5.494418085,1,14,70,1,0,1,2,0,382,1,14
734,28,92.89875863,2,76,16,1,0,1,1,3,3431,2,98
376,91,41.46316586,5,90,66,0,0,5,2,3,3947,2,84
223,5,72.40100347,4,74,32,0,1,4,2,3,3595,0,49
179,70,5.787295973,5,77,65,0,0,2,2,4,2523,2,61
772,93,72.89696483,5,155,57,0,1,2,2,2,4645,2,51
738,53,65.99257884,2,30,27,0,0,1,2,3,90,1,18
860,40,85.06289743,5,203,39,0,1,3,2,2,2380,2,54
597,19,44.78128459,4,16,12,1,1,1,2,3,5095,1,19
190,44,47.12281498,3,195,22,1,1,4,2,1,2329,0,85
910,71,107.1271322,0,201,65,0,0,2,2,3,932,1,68
93,37,90.15511264,3,115,10,1,0,5,3,3,3450,2,31
892,48,52.22264998,5,33,35,1,1,5,1,4,4150,0,21
307,30,28.63933434,1,39,53,0,1,3,4,2,4717,2,13
42,36,43.88536621,4,232,31,0,0,2,0,1,4103,2,72
417,52,62.85937342,4,191,21,0,1,5,4,0,5165,0,98
104,38,104.0320447,5,197,47,0,0,2,0,0,612,2,2
331,11,57.79649106,0,208,54,0,1,1,3,2,1708,0,31
586,12,82.18595732,5,62,48,1,0,5,2,3,2743,0,52
799,82,109.4270389,2,170,59,0,1,4,4,4,3661,2,98
689,38,88.23545853,5,168,12,0,0,5,0,0,3259,1,4
1,29,26.27679155,3,62,58,1,0,5,0,2,1735,1,3
262,76,54.92725567,3,131,18,0,0,4,3,4,2047,1,24
527,4,61.43552454,4,139,67,1,0,5,0,1,3347,1,42
447,83,24.22612011,3,205,17,1,1,2,0,1,1651,1,7
448,49,80.88010898,3,136,29,1,1,4,0,2,585,2,73
779,4,44.93668294,0,163,16,0,0,1,4,3,2959,1,83
344,43,108.7949458,5,94,17,0,0,5,2,1,1441,2,40
763,91,50.3076299,0,156,46,0,0,5,1,1,2520,1,34
955,9,34.93136583,4,177,42,1,1,3,1,0,2828,1,38
982,61,65.55243323,2,6,14,0,1,1,3,1,2994,0,80
242,4,118.9470103,0,112,16,1,1,1,3,0,4263,1,16
220,46,78.50686184,0,228,53,1,0,5,2,1,4162,1,99
319,46,49.78942468,3,111,16,0,0,1,1,0,4199,2,51
824,32,17.57604704,0,7,19,1,1,1,3,0,978,0,16
326,33,71.42239784,1,185,45,1,1,2,4,2,4252,2,33
62,80,107.3953141,2,205,27,1,0,3,2,4,4686,1,37
832,50,37.02367733,3,134,65,0,1,1,1,2,2075,1,49
954,18,12.60154081,5,127,31,1,1,3,3,1,2062,1,37
222,12,49.38551718,4,131,50,0,0,2,3,2,414,2,98
624,39,102.4762863,2,209,51,0,0,1,3,2,1224,2,73
74,31,37.10572111,1,237,11,0,1,4,4,3,2523,0,14
892,42,85.23785063,0,147,38,1,0,3,0,1,407,0,79
587,56,30.93032118,4,219,64,0,0,4,0,2,4104,2,21
871,94,56.46884931,1,114,54,1,1,4,3,0,3751,0,38
119,16,17.76449705,3,95,13,0,1,4,3,4,4337,0,48
658,53,46.73662761,2,113,64,1,0,3,4,2,930,0,3
889,64,51.4744606,4,46,51,0,1,3,4,1,4044,0,14
535,37,3.293784542,5,169,15,1,0,3,0,3,5075,2,77
639,23,103.7504567,5,76,41,0,0,4,3,2,4731,2,71
531,59,93.31071658,1,3,45,1,0,5,2,1,4145,2,56
682,47,10.94715816,5,72,66,1,0,4,0,4,1520,2,43
198,28,35.4721058,1,156,48,0,1,5,4,0,582,0,55
417,36,84.2096274,2,188,59,0,0,2,4,1,2386,0,61
282,73,108.469842,3,9,18,1,0,3,2,0,4601,0,5
74,69,64.68225188,1,193,62,1,1,3,0,2,866,2,34
312,60,10.63954514,2,147,36,1,0,2,3,3,2648,2,45
557,71,33.07303494,3,43,23,0,0,5,4,3,4172,2,20
129,51,71.07750563,2,120,41,0,0,1,2,1,2618,0,16
431,29,0.946586055,2,234,38,1,1,5,1,0,1283,1,42
892,33,76.79930492,4,184,47,0,0,2,0,0,2937,0,92
54,17,19.54574857,0,56,41,0,1,2,4,4,4688,2,51
482,65,63.35356638,0,0,39,0,0,4,4,2,2096,0,11
879,37,1.039372756,5,34,51,1,0,1,4,1,4445,1,70
919,81,80.26370867,1,69,42,0,0,1,0,0,117,0,87
683,87,110.2956633,3,194,69,0,0,5,4,2,398,1,96
182,21,38.44916296,0,86,69,1,1,2,0,4,4147,0,82
437,35,41.10477493,3,234,20,0,1,1,1,0,1574,0,8
818,4,118.1259861,1,107,49,0,0,2,2,3,1394,2,24
682,69,78.43059164,1,148,52,0,0,3,0,3,1306,0,68
176,21,27.14573718,5,97,15,0,1,2,1,0,10,0,4
322,82,28.69840259,1,82,21,0,0,4,4,2,2295,1,71
248,94,60.00821049,2,94,49,0,1,2,1,1,3186,0,58
387,38,25.53491274,0,79,70,1,0,3,4,2,3341,1,79
337,63,17.56479991,0,33,50,1,1,2,2,4,1459,0,25
574,87,42.92916133,0,79,63,0,0,5,4,4,2379,2,85
430,92,114.5688807,3,139,68,0,0,4,4,3,3836,2,75
14,88,85.31507942,0,31,44,0,1,1,1,0,4158,1,52
611,57,14.0029177,4,44,12,1,1,1,3,0,1094,0,96
458,83,58.78782254,3,74,37,1,0,4,0,4,379,1,29
664,7,64.84495595,2,125,15,1,0,3,0,2,2659,2,88
860,51,76.31294076,4,240,13,1,0,2,3,2,2002,2,43
362,7,82.31913162,5,161,36,1,1,3,4,1,498,1,12
474,25,82.23640885,2,238,31,0,0,4,0,4,2767,1,96
768,92,90.54634956,0,33,25,1,1,5,4,2,239,0,27
197,89,10.5868833,3,207,62,1,0,5,3,2,2908,0,69
247,36,57.77981796,3,134,27,1,0,5,0,0,452,1,64
673,84,113.3082446,3,17,51,1,0,2,0,1,1092,0,70
759,84,83.69879217,4,143,20,0,0,4,4,0,3525,2,44
222,78,89.53425489,4,61,49,1,0,1,0,2,3564,2,10
556,69,84.2999737,3,196,47,0,1,1,1,1,629,2,74
31,31,98.88955881,1,16,39,1,0,3,0,0,4894,2,36
579,8,102.0510873,2,105,38,1,0,4,2,1,754,0,55
509,64,77.98503358,2,121,11,1,0,4,1,4,1702,0,26
673,36,1.961964044,5,197,59,1,0,4,1,3,1703,1,44
656,85,28.79079475,1,148,61,1,1,1,0,0,1596,0,91
938,88,85.85032389,3,154,52,1,1,4,4,4,4952,2,68
304,69,43.52882048,0,138,39,1,1,4,2,4,3571,0,70
673,29,87.71304234,3,48,56,0,1,5,1,2,2414,1,71
355,12,100.6096735,4,121,30,0,1,5,3,4,4436,1,87
148,33,100.547428,2,57,19,1,0,4,1,0,3883,2,13
424,38,94.85151522,5,164,61,0,1,4,4,0,4091,0,18
526,45,94.70830606,3,42,47,0,1,3,3,4,3298,0,91
459,59,37.44298671,0,15,32,0,0,4,0,3,812,2,62
711,3,66.57243589,0,67,41,0,0,3,0,0,3274,2,33
361,49,96.81736963,2,34,30,0,0,4,1,0,3802,0,26
583,4,36.9048378,1,86,35,0,1,5,0,0,1881,2,60
933,29,12.59987273,0,60,57,0,0,5,1,0,63,1,73
759,36,32.75466561,0,173,66,1,0,5,3,2,448,2,6
311,21,23.65350691,5,86,44,0,0,3,4,1,1196,1,20
591,43,23.85440805,0,158,68,1,1,1,3,2,3011,2,6
476,47,119.6487316,4,189,37,1,1,5,2,3,4850,2,30
781,3,95.50164791,2,121,40,1,0,3,4,3,2438,0,65
651,11,91.74465599,2,206,19,1,1,5,4,3,2356,2,48
156,72,65.45601675,5,227,37,0,1,3,4,0,4116,0,6
698,56,61.89513048,3,237,48,0,0,2,0,1,2256,0,74
213,29,48.44133675,1,80,33,0,1,2,0,2,3481,0,8
194,8,31.78250224,0,226,18,1,1,5,1,4,2791,1,12
704,17,48.57487917,2,228,32,0,0,2,4,3,2067,1,97
283,79,119.3751908,4,154,28,1,1,4,4,4,2387,0,77
113,73,98.2798807,5,196,54,1,1,4,1,0,1328,2,74
751,20,88.95454504,2,71,48,1,1,5,4,0,2313,0,54
98,79,13.95472495,0,106,56,0,0,2,0,2,5046,1,93
614,77,18.28624974,3,207,11,0,0,3,3,3,2903,1,89
836,15,81.1378435,4,237,54,1,0,4,0,3,4031,1,29
45,30,60.37215282,3,49,15,1,1,2,3,0,4509,2,2
130,66,116.9656064,5,65,42,1,0,4,1,2,2929,0,57
76,52,15.9739149,5,63,28,0,0,2,1,3,3671,0,39
405,84,85.31446585,0,108,64,0,0,5,0,2,1335,2,52
465,97,81.22943492,5,215,10,1,0,3,2,2,4775,0,66
872,31,93.96878854,3,56,15,1,0,4,1,0,1204,1,40
348,24,87.58831144,0,93,39,1,0,1,0,2,761,2,63
845,91,92.58731692,5,29,37,1,0,2,2,3,1101,1,50
805,9,28.96563119,1,91,44,0,0,5,3,0,3525,2,70
662,74,40.1609788,3,164,38,1,0,5,3,1,5102,0,30
499,35,46.58754371,4,242,32,1,0,2,3,0,5093,0,91
822,41,72.96428552,5,67,26,0,0,4,4,1,4108,2,51
531,9,42.64957382,3,233,21,0,1,1,4,1,1978,0,80
891,18,115.0412216,0,183,18,1,1,5,4,3,2642,0,33
425,80,78.95189123,1,49,17,1,1,1,0,3,3317,0,16
100,78,69.58909553,0,241,58,0,0,3,1,1,1323,1,12
985,27,21.59449713,3,117,23,0,0,5,1,0,367,2,59
948,97,57.38705609,0,115,58,0,1,1,1,4,2305,2,32
394,75,39.45194057,4,121,13,1,1,5,0,0,1636,2,12
761,14,103.7248965,5,143,29,1,0,3,0,2,2896,1,70
925,61,42.28040658,3,24,11,1,1,2,3,1,120,0,13
550,54,71.90035456,1,240,36,1,0,4,0,3,1784,0,17
962,31,0.62397665,2,68,18,1,0,1,0,1,2657,0,47
964,46,106.0161973,1,61,62,0,0,1,4,1,268,0,68
618,68,0.755559945,2,34,68,1,1,1,3,2,4048,1,86
558,92,25.72818881,4,154,67,0,1,2,1,2,2396,1,46
841,75,20.70814041,4,89,61,1,1,1,2,1,727,2,49
832,84,117.5122982,2,28,67,1,0,2,1,1,3720,0,68
151,98,108.8563839,0,231,15,1,1,3,1,2,3336,1,28
764,8,78.45822627,0,60,35,1,0,2,2,1,5029,1,69
563,33,40.28195637,4,81,58,1,0,2,1,4,3039,0,12
546,89,70.66309005,1,233,46,1,1,2,4,3,1097,2,79
154,91,6.474953528,3,217,10,1,1,2,3,1,2821,0,72
640,21,38.65800199,0,236,44,0,1,3,1,2,2555,0,43
431,60,11.924737,1,144,31,1,1,5,2,4,1878,1,10
202,89,118.7349247,0,50,11,0,0,2,4,0,1354,2,43
698,55,105.7319025,5,27,42,0,0,3,3,1,476,1,75
626,97,118.5075232,3,114,22,1,1,2,1,2,443,1,97
124,83,66.27235627,1,211,17,0,0,2,4,3,530,1,86
961,84,104.966033,5,41,12,0,0,2,2,2,1960,1,48
551,76,117.7935813,1,180,34,0,1,3,4,3,2151,2,68
65,12,70.34940258,0,185,50,0,1,3,4,3,2751,0,12
724,99,6.753976319,2,158,32,0,1,2,0,0,2292,0,15
707,37,60.06803114,4,239,54,1,1,5,1,4,4873,0,12
886,42,119.9583844,1,69,21,1,0,1,4,4,1351,2,9
568,86,91.29698586,5,159,35,1,0,5,4,1,1726,0,71
969,5,63.07144966,2,218,20,1,0,1,2,3,954,2,40
714,13,92.5145149,1,214,14,0,0,3,3,3,4827,2,9
335,29,34.735239,4,37,30,0,1,4,3,1,2674,2,33
75,23,63.22186891,3,175,30,0,1,5,3,2,3698,1,39
790,18,105.3016074,3,14,41,0,1,3,4,0,4865,1,70
855,77,112.2374968,1,35,37,0,1,5,0,0,4714,1,7
867,12,62.7526624,3,152,32,0,1,5,0,2,1470,2,73
362,14,66.3875014,3,12,29,1,0,5,3,1,962,0,62
303,57,52.64131569,5,20,21,0,1,5,3,2,323,0,56
373,25,22.01718616,3,236,43,1,0,1,1,3,2384,0,16
989,49,30.66847093,1,164,15,1,0,2,3,4,1168,0,58
342,56,31.18264955,2,129,38,0,1,4,1,3,1380,0,4
235,26,84.57905951,1,237,59,1,1,2,2,2,3935,0,50
714,71,117.999982,4,50,48,0,0,1,4,2,4268,0,10
650,10,117.2602372,2,159,27,1,0,4,1,3,3845,0,72
330,71,101.1798771,0,27,33,1,1,1,0,1,2422,2,45
211,72,41.27597208,5,141,58,1,1,2,4,4,644,1,58
480,39,97.33977875,0,51,11,0,0,2,3,3,3095,0,0
790,11,113.2767204,4,175,24,1,0,1,3,3,304,1,72
292,18,32.55906544,0,49,29,0,0,3,0,0,2440,0,81
543,97,85.23532476,4,66,23,0,0,4,3,2,1723,1,46
733,99,31.39497969,0,62,19,1,1,4,4,0,1552,0,0
31,76,119.7542589,4,167,35,1,0,4,1,1,4927,0,7
456,4,22.19018537,4,237,43,0,1,3,1,2,3869,2,10
275,68,17.68597279,4,112,64,1,1,2,0,0,4955,0,1
913,55,119.5249787,4,181,54,0,1,1,0,0,3684,1,51
198,32,76.76929724,3,203,49,0,0,5,0,4,959,2,4
675,61,114.7996644,3,232,65,0,0,3,0,0,128,2,14
459,97,1.562540613,0,164,44,1,1,2,0,2,1176,0,8
350,94,92.85834366,2,25,46,1,0,1,1,1,2266,0,90
12,69,6.448939391,2,225,12,0,0,2,2,1,4109,2,27
270,39,53.50935857,3,168,53,0,1,1,0,4,1579,0,21
377,20,102.5271331,1,151,30,0,1,3,2,0,4578,1,59
211,19,3.510424069,1,211,34,1,1,4,2,4,1315,1,99
426,93,111.2548328,5,47,59,0,0,5,4,1,679,2,93
711,17,17.47215664,4,142,19,0,1,4,2,3,4554,0,59
706,70,57.27166036,0,202,19,0,1,3,4,3,2275,2,100
564,46,10.34671727,5,94,10,1,1,1,2,3,714,2,40
357,64,93.68139013,5,185,47,0,1,2,2,3,2942,2,95
791,44,36.08195572,0,184,18,0,0,2,2,3,1625,1,96
769,57,3.430775204,4,132,68,1,0,2,0,1,1248,0,8
897,100,94.71128305,3,82,28,0,0,3,2,4,175,1,17
424,82,104.6944771,1,39,27,1,1,1,1,3,3812,1,13
677,79,6.634793584,3,117,57,1,1,5,4,1,3659,2,22
134,45,40.71612881,1,62,32,1,0,4,1,2,373,1,26
447,39,22.43407781,2,55,33,1,1,5,0,0,214,0,6
290,11,69.71691172,4,148,58,1,0,2,2,3,1567,1,90
931,82,39.72902882,0,33,44,0,1,4,4,3,2631,0,97
501,79,45.76941708,5,175,61,1,1,3,1,2,4930,2,8
709,48,59.22009382,4,157,16,0,1,4,1,2,1050,1,60
799,40,75.6213067,2,199,26,0,0,4,0,1,573,2,26
822,90,93.44521101,0,185,59,0,1,3,0,3,1829,0,15
720,14,100.5954031,5,107,36,1,0,1,3,1,1814,0,80
425,31,102.9913959,2,111,65,0,1,5,0,2,3708,2,63
9,32,92.17633465,5,69,70,0,1,3,0,2,1632,0,58
285,68,104.8298045,4,41,62,1,1,2,0,3,5117,2,31
943,80,71.74075738,4,227,32,1,1,1,4,3,168,0,96
722,47,72.64863704,5,230,42,0,1,1,4,1,594,0,35
424,86,105.0707549,1,31,32,0,0,3,3,2,597,2,80
842,100,81.93145365,1,184,53,1,0,4,3,0,4342,1,64
143,7,81.28125121,5,65,48,1,1,3,4,2,2454,2,76
57,44,33.55861911,3,121,39,1,1,4,1,1,4844,0,91
517,31,104.4344757,2,28,24,1,0,4,4,1,4155,1,72
253,55,108.4938469,3,35,61,0,0,2,3,4,4449,2,92
22,15,82.67515995,3,190,45,1,1,4,4,3,4489,2,29
929,15,83.76887898,1,177,24,1,0,3,1,1,5,2,18
742,64,75.90063078,2,116,24,1,1,3,1,2,912,0,40
270,94,97.60465739,3,65,19,0,1,2,1,2,473,2,74
179,30,36.27311507,4,42,21,1,1,2,0,4,3480,1,41
845,86,0.503716458,4,107,10,1,1,3,0,3,2861,1,42
469,78,111.8610656,4,220,65,0,1,3,0,3,3574,1,3
920,43,33.42639166,4,211,45,0,1,3,1,3,415,2,12
889,79,67.5595702,0,189,56,0,1,4,0,3,1808,1,23
533,49,17.78949241,5,65,66,0,0,3,4,2,2083,0,87
709,99,64.33041117,2,208,13,0,1,1,0,3,67,0,24
667,79,91.43255572,2,122,18,0,0,2,2,1,1416,1,26
593,21,29.64089481,5,180,43,1,0,2,4,0,1557,2,17
939,3,11.82530572,5,2,38,1,0,1,1,1,3107,0,5
721,4,99.72311804,0,186,45,1,0,3,0,3,2514,0,90
481,52,98.39529393,2,1,39,1,0,1,2,1,2081,2,2
321,98,34.42391694,0,225,32,1,0,3,4,2,4307,2,69
569,97,116.3007453,1,153,60,0,1,5,0,3,1387,2,64
416,98,52.57070375,1,5,39,1,0,1,0,0,4564,0,55
169,48,54.3449757,4,93,13,0,1,4,4,0,4257,1,18
643,81,46.70593564,1,233,40,1,0,3,2,2,4105,1,37
181,41,17.27814697,1,157,64,1,1,5,0,1,2284,2,9
438,74,44.77778593,0,124,46,1,0,4,1,0,3833,2,82
718,91,68.46683773,0,9,51,1,0,1,3,1,5107,1,93
663,18,95.6694707,4,158,52,1,1,3,4,2,2976,2,28
771,40,54.82420537,4,231,59,0,0,1,0,2,4298,1,22
864,17,40.44838784,0,209,56,0,0,1,3,2,2572,0,47
38,73,57.5121717,5,86,11,1,1,4,3,0,1009,0,67
784,100,70.87754171,4,104,31,0,1,5,3,4,2736,2,75
974,92,91.75794148,1,159,62,0,1,3,2,3,600,2,83
361,89,109.7288338,2,69,30,1,1,4,1,3,3613,0,85
956,6,56.95877315,1,95,37,0,0,1,4,4,173,0,37
309,86,79.74974993,4,10,39,0,1,5,3,1,2496,0,12
89,47,108.7231992,3,212,19,1,1,2,3,0,2832,0,25
